id,email_text,category,sentiment,priority,email_length,clean_text,tokens,tokens_no_stopwords,lemmatized_tokens,pos_tags,entities
1607,My account shows outstanding balance of $19.99 but I have already paid. Please verify and update.,Billing,Neutral,Medium,16,my account shows outstanding balance of but i have already paid please verify and update,"['my', 'account', 'shows', 'outstanding', 'balance', 'of', 'but', 'i', 'have', 'already', 'paid', 'please', 'verify', 'and', 'update']","['account', 'shows', 'outstanding', 'balance', 'already', 'paid', 'please', 'verify', 'update']","['account', 'show', 'outstanding', 'balance', 'already', 'paid', 'please', 'verify', 'update']","[('account', 'NN'), ('show', 'NN'), ('outstanding', 'JJ'), ('balance', 'NN'), ('already', 'RB'), ('paid', 'VBD'), ('please', 'NN'), ('verify', 'VB'), ('update', 'JJ')]","[{'text': '19.99', 'label': 'MONEY'}]"
1608,"My complaint submitted on March 3, 2026 with ticket #TKT-8723 has been closed without being resolved. Please reopen.",Complaint,Negative,Critical,18,my complaint submitted on march with ticket tkt has been closed without being resolved please reopen,"['my', 'complaint', 'submitted', 'on', 'march', 'with', 'ticket', 'tkt', 'has', 'been', 'closed', 'without', 'being', 'resolved', 'please', 'reopen']","['complaint', 'submitted', 'march', 'ticket', 'tkt', 'closed', 'without', 'resolved', 'please', 'reopen']","['complaint', 'submitted', 'march', 'ticket', 'tkt', 'closed', 'without', 'resolved', 'please', 'reopen']","[('complaint', 'NN'), ('submitted', 'VBN'), ('march', 'NN'), ('ticket', 'NN'), ('tkt', 'NN'), ('closed', 'VBD'), ('without', 'IN'), ('resolved', 'VBN'), ('please', 'NN'), ('reopen', 'VB')]","[{'text': 'March 3, 2026', 'label': 'DATE'}]"
1609,"I want to escalate my complaint to the senior management as the issue remains unresolved since May 7, 2026.",Complaint,Negative,High,19,i want to escalate my complaint to the senior management as the issue remains unresolved since may,"['i', 'want', 'to', 'escalate', 'my', 'complaint', 'to', 'the', 'senior', 'management', 'as', 'the', 'issue', 'remains', 'unresolved', 'since', 'may']","['want', 'escalate', 'complaint', 'senior', 'management', 'issue', 'remains', 'unresolved', 'since', 'may']","['want', 'escalate', 'complaint', 'senior', 'management', 'issue', 'remains', 'unresolved', 'since', 'may']","[('want', 'JJ'), ('escalate', 'NN'), ('complaint', 'NN'), ('senior', 'JJ'), ('management', 'NN'), ('issue', 'NN'), ('remains', 'VBZ'), ('unresolved', 'JJ'), ('since', 'IN'), ('may', 'MD')]","[{'text': 'May 7, 2026', 'label': 'DATE'}]"
1610,"I am getting error code ERR_001 when trying to log in to the system. This has been happening since January 5, 2026.",Technical,Neutral,High,22,i am getting error code err when trying to log in to the system this has been happening since january,"['i', 'am', 'getting', 'error', 'code', 'err', 'when', 'trying', 'to', 'log', 'in', 'to', 'the', 'system', 'this', 'has', 'been', 'happening', 'since', 'january']","['getting', 'error', 'code', 'err', 'trying', 'log', 'system', 'happening', 'since', 'january']","['getting', 'error', 'code', 'err', 'trying', 'log', 'system', 'happening', 'since', 'january']","[('getting', 'VBG'), ('error', 'NN'), ('code', 'NN'), ('err', 'IN'), ('trying', 'VBG'), ('log', 'NN'), ('system', 'NN'), ('happening', 'VBG'), ('since', 'IN'), ('january', 'NN')]","[{'text': 'January 5, 2026', 'label': 'DATE'}]"
1611,"The bulk import feature is not working. When I upload the CSV file, the process never completes.",Technical,Negative,High,17,the bulk import feature is not working when i upload the csv file the process never completes,"['the', 'bulk', 'import', 'feature', 'is', 'not', 'working', 'when', 'i', 'upload', 'the', 'csv', 'file', 'the', 'process', 'never', 'completes']","['bulk', 'import', 'feature', 'working', 'upload', 'csv', 'file', 'process', 'never', 'completes']","['bulk', 'import', 'feature', 'working', 'upload', 'csv', 'file', 'process', 'never', 'completes']","[('bulk', 'NN'), ('import', 'NN'), ('feature', 'NN'), ('working', 'VBG'), ('upload', 'JJ'), ('csv', 'NN'), ('file', 'NN'), ('process', 'NN'), ('never', 'RB'), ('completes', 'NNS')]","[{'text': 'CSV', 'label': 'ORG'}]"
1612,Your product quality has severely degraded. What I received was nothing like what was advertised.,Complaint,Negative,Critical,15,your product quality has severely degraded what i received was nothing like what was advertised,"['your', 'product', 'quality', 'has', 'severely', 'degraded', 'what', 'i', 'received', 'was', 'nothing', 'like', 'what', 'was', 'advertised']","['product', 'quality', 'severely', 'degraded', 'received', 'nothing', 'like', 'advertised']","['product', 'quality', 'severely', 'degraded', 'received', 'nothing', 'like', 'advertised']","[('product', 'NN'), ('quality', 'NN'), ('severely', 'RB'), ('degraded', 'VBD'), ('received', 'JJ'), ('nothing', 'NN'), ('like', 'IN'), ('advertised', 'VBD')]",[]
1613,"The billing amount of ₹15,000 does not match the quoted price of ₹399. Please clarify the difference.",Billing,Negative,Medium,17,the billing amount of does not match the quoted price of please clarify the difference,"['the', 'billing', 'amount', 'of', 'does', 'not', 'match', 'the', 'quoted', 'price', 'of', 'please', 'clarify', 'the', 'difference']","['billing', 'amount', 'match', 'quoted', 'price', 'please', 'clarify', 'difference']","['billing', 'amount', 'match', 'quoted', 'price', 'please', 'clarify', 'difference']","[('billing', 'NN'), ('amount', 'NN'), ('match', 'NN'), ('quoted', 'VBN'), ('price', 'NN'), ('please', 'NN'), ('clarify', 'VB'), ('difference', 'NN')]","[{'text': '15,000', 'label': 'MONEY'}, {'text': '399', 'label': 'MONEY'}]"
1614,The refund status on my dashboard shows processing for the last 30 days. When will it be credited?,Refund,Neutral,Medium,18,the refund status on my dashboard shows processing for the last days when will it be credited,"['the', 'refund', 'status', 'on', 'my', 'dashboard', 'shows', 'processing', 'for', 'the', 'last', 'days', 'when', 'will', 'it', 'be', 'credited']","['refund', 'status', 'dashboard', 'shows', 'processing', 'last', 'days', 'credited']","['refund', 'status', 'dashboard', 'show', 'processing', 'last', 'day', 'credited']","[('refund', 'NN'), ('status', 'NN'), ('dashboard', 'NN'), ('show', 'NN'), ('processing', 'NN'), ('last', 'JJ'), ('day', 'NN'), ('credited', 'VBD')]","[{'text': 'the last 30 days', 'label': 'DATE'}]"
1615,I need to cancel my annual subscription and get a pro-rata refund for the remaining 8 months.,Refund,Neutral,Medium,17,i need to cancel my annual subscription and get a pro rata refund for the remaining months,"['i', 'need', 'to', 'cancel', 'my', 'annual', 'subscription', 'and', 'get', 'a', 'pro', 'rata', 'refund', 'for', 'the', 'remaining', 'months']","['need', 'cancel', 'annual', 'subscription', 'get', 'pro', 'rata', 'refund', 'remaining', 'months']","['need', 'cancel', 'annual', 'subscription', 'get', 'pro', 'rata', 'refund', 'remaining', 'month']","[('need', 'NN'), ('cancel', 'VBP'), ('annual', 'JJ'), ('subscription', 'NN'), ('get', 'VB'), ('pro', 'JJ'), ('rata', 'NNS'), ('refund', 'NN'), ('remaining', 'VBG'), ('month', 'NN')]","[{'text': 'annual', 'label': 'DATE'}, {'text': 'the remaining 8 months', 'label': 'DATE'}]"
1616,My account shows incorrect subscription status. It shows free plan but I am on the premium plan.,Account,Neutral,High,17,my account shows incorrect subscription status it shows free plan but i am on the premium plan,"['my', 'account', 'shows', 'incorrect', 'subscription', 'status', 'it', 'shows', 'free', 'plan', 'but', 'i', 'am', 'on', 'the', 'premium', 'plan']","['account', 'shows', 'incorrect', 'subscription', 'status', 'shows', 'free', 'plan', 'premium', 'plan']","['account', 'show', 'incorrect', 'subscription', 'status', 'show', 'free', 'plan', 'premium', 'plan']","[('account', 'NN'), ('show', 'NN'), ('incorrect', 'JJ'), ('subscription', 'NN'), ('status', 'NN'), ('show', 'VBP'), ('free', 'JJ'), ('plan', 'NN'), ('premium', 'NN'), ('plan', 'NN')]",[]
1617,"My flight was cancelled by the airline and I am requesting a full refund of ₹5,000 for my booking.",Refund,Neutral,High,19,my flight was cancelled by the airline and i am requesting a full refund of for my booking,"['my', 'flight', 'was', 'cancelled', 'by', 'the', 'airline', 'and', 'i', 'am', 'requesting', 'a', 'full', 'refund', 'of', 'for', 'my', 'booking']","['flight', 'cancelled', 'airline', 'requesting', 'full', 'refund', 'booking']","['flight', 'cancelled', 'airline', 'requesting', 'full', 'refund', 'booking']","[('flight', 'NN'), ('cancelled', 'VBD'), ('airline', 'NN'), ('requesting', 'VBG'), ('full', 'JJ'), ('refund', 'NN'), ('booking', 'NN')]","[{'text': '5,000', 'label': 'MONEY'}]"
1618,I am unable to reset my password. The reset link sent to john.doe@gmail.com is not working.,Account,Neutral,Critical,16,i am unable to reset my password the reset link sent to is not working,"['i', 'am', 'unable', 'to', 'reset', 'my', 'password', 'the', 'reset', 'link', 'sent', 'to', 'is', 'not', 'working']","['unable', 'reset', 'password', 'reset', 'link', 'sent', 'working']","['unable', 'reset', 'password', 'reset', 'link', 'sent', 'working']","[('unable', 'JJ'), ('reset', 'NN'), ('password', 'NN'), ('reset', 'NN'), ('link', 'VBP'), ('sent', 'VBN'), ('working', 'VBG')]",[]
1619,How do I access the API documentation and are there any usage limits for the free tier?,General Inquiry,Neutral,Low,17,how do i access the api documentation and are there any usage limits for the free tier,"['how', 'do', 'i', 'access', 'the', 'api', 'documentation', 'and', 'are', 'there', 'any', 'usage', 'limits', 'for', 'the', 'free', 'tier']","['access', 'api', 'documentation', 'usage', 'limits', 'free', 'tier']","['access', 'api', 'documentation', 'usage', 'limit', 'free', 'tier']","[('access', 'NN'), ('api', 'JJ'), ('documentation', 'NN'), ('usage', 'NN'), ('limit', 'NN'), ('free', 'JJ'), ('tier', 'NN')]","[{'text': 'API', 'label': 'ORG'}]"
1620,The onboarding process is too complicated for new users. A guided tutorial would be very helpful.,Feedback,Negative,Medium,16,the onboarding process is too complicated for new users a guided tutorial would be very helpful,"['the', 'onboarding', 'process', 'is', 'too', 'complicated', 'for', 'new', 'users', 'a', 'guided', 'tutorial', 'would', 'be', 'very', 'helpful']","['onboarding', 'process', 'complicated', 'new', 'users', 'guided', 'tutorial', 'would', 'helpful']","['onboarding', 'process', 'complicated', 'new', 'user', 'guided', 'tutorial', 'would', 'helpful']","[('onboarding', 'VBG'), ('process', 'NN'), ('complicated', 'VBD'), ('new', 'JJ'), ('user', 'NN'), ('guided', 'VBN'), ('tutorial', 'NN'), ('would', 'MD'), ('helpful', 'VB')]",[]
1621,I accidentally deleted important files from my account. Is there any way to recover them?,Account,Negative,Critical,15,i accidentally deleted important files from my account is there any way to recover them,"['i', 'accidentally', 'deleted', 'important', 'files', 'from', 'my', 'account', 'is', 'there', 'any', 'way', 'to', 'recover', 'them']","['accidentally', 'deleted', 'important', 'files', 'account', 'way', 'recover']","['accidentally', 'deleted', 'important', 'file', 'account', 'way', 'recover']","[('accidentally', 'RB'), ('deleted', 'VBN'), ('important', 'JJ'), ('file', 'NN'), ('account', 'NN'), ('way', 'NN'), ('recover', 'NN')]",[]
1622,The notification emails are going to spam even after whitelisting your domain. Please help.,Technical,Negative,High,14,the notification emails are going to spam even after whitelisting your domain please help,"['the', 'notification', 'emails', 'are', 'going', 'to', 'spam', 'even', 'after', 'whitelisting', 'your', 'domain', 'please', 'help']","['notification', 'emails', 'going', 'spam', 'even', 'whitelisting', 'domain', 'please', 'help']","['notification', 'email', 'going', 'spam', 'even', 'whitelisting', 'domain', 'please', 'help']","[('notification', 'NN'), ('email', 'NN'), ('going', 'VBG'), ('spam', 'JJ'), ('even', 'RB'), ('whitelisting', 'VBG'), ('domain', 'NN'), ('please', 'NN'), ('help', 'NN')]",[]
1623,The video tutorials on your website are outdated and do not reflect the current version of the software.,Feedback,Negative,Medium,18,the video tutorials on your website are outdated and do not reflect the current version of the software,"['the', 'video', 'tutorials', 'on', 'your', 'website', 'are', 'outdated', 'and', 'do', 'not', 'reflect', 'the', 'current', 'version', 'of', 'the', 'software']","['video', 'tutorials', 'website', 'outdated', 'reflect', 'current', 'version', 'software']","['video', 'tutorial', 'website', 'outdated', 'reflect', 'current', 'version', 'software']","[('video', 'NN'), ('tutorial', 'JJ'), ('website', 'NN'), ('outdated', 'VBD'), ('reflect', 'JJ'), ('current', 'JJ'), ('version', 'NN'), ('software', 'NN')]",[]
1624,How do I access the API documentation and are there any usage limits for the free tier?,General Inquiry,Positive,Medium,17,how do i access the api documentation and are there any usage limits for the free tier,"['how', 'do', 'i', 'access', 'the', 'api', 'documentation', 'and', 'are', 'there', 'any', 'usage', 'limits', 'for', 'the', 'free', 'tier']","['access', 'api', 'documentation', 'usage', 'limits', 'free', 'tier']","['access', 'api', 'documentation', 'usage', 'limit', 'free', 'tier']","[('access', 'NN'), ('api', 'JJ'), ('documentation', 'NN'), ('usage', 'NN'), ('limit', 'NN'), ('free', 'JJ'), ('tier', 'NN')]","[{'text': 'API', 'label': 'ORG'}]"
1625,What are your support hours and what is the average response time for technical issues?,General Inquiry,Positive,Medium,15,what are your support hours and what is the average response time for technical issues,"['what', 'are', 'your', 'support', 'hours', 'and', 'what', 'is', 'the', 'average', 'response', 'time', 'for', 'technical', 'issues']","['support', 'hours', 'average', 'response', 'time', 'technical', 'issues']","['support', 'hour', 'average', 'response', 'time', 'technical', 'issue']","[('support', 'VB'), ('hour', 'NN'), ('average', 'JJ'), ('response', 'NN'), ('time', 'NN'), ('technical', 'JJ'), ('issue', 'NN')]",[]
1626,I cannot sync my data across devices. The sync was working fine until the last update.,Technical,Negative,High,16,i cannot sync my data across devices the sync was working fine until the last update,"['i', 'can', 'not', 'sync', 'my', 'data', 'across', 'devices', 'the', 'sync', 'was', 'working', 'fine', 'until', 'the', 'last', 'update']","['sync', 'data', 'across', 'devices', 'sync', 'working', 'fine', 'last', 'update']","['sync', 'data', 'across', 'device', 'sync', 'working', 'fine', 'last', 'update']","[('sync', 'NN'), ('data', 'NNS'), ('across', 'IN'), ('device', 'NN'), ('sync', 'NN'), ('working', 'VBG'), ('fine', 'JJ'), ('last', 'JJ'), ('update', 'NN')]",[]
1627,"The billing amount of ₹1,499 does not match the quoted price of $14.99. Please clarify the difference.",Billing,Neutral,High,17,the billing amount of does not match the quoted price of please clarify the difference,"['the', 'billing', 'amount', 'of', 'does', 'not', 'match', 'the', 'quoted', 'price', 'of', 'please', 'clarify', 'the', 'difference']","['billing', 'amount', 'match', 'quoted', 'price', 'please', 'clarify', 'difference']","['billing', 'amount', 'match', 'quoted', 'price', 'please', 'clarify', 'difference']","[('billing', 'NN'), ('amount', 'NN'), ('match', 'NN'), ('quoted', 'VBN'), ('price', 'NN'), ('please', 'NN'), ('clarify', 'VB'), ('difference', 'NN')]","[{'text': '1,499', 'label': 'MONEY'}, {'text': '14.99', 'label': 'MONEY'}]"
