id,email_text,category,sentiment,priority,email_length,clean_text,tokens,tokens_no_stopwords,lemmatized_tokens
964,Push notifications stopped working on my iPhone after updating to iOS 16.2.,Technical,Negative,Critical,12,push notifications stopped working on my iphone after updating to ios,"['push', 'notifications', 'stopped', 'working', 'on', 'my', 'iphone', 'after', 'updating', 'to', 'ios']","['push', 'notifications', 'stopped', 'working', 'iphone', 'updating', 'ios']","['push', 'notification', 'stopped', 'working', 'iphone', 'updating', 'io']"
965,I have been waiting for a resolution for 3 days and no one has bothered to follow up with me.,Complaint,Negative,High,20,i have been waiting for a resolution for days and no one has bothered to follow up with me,"['i', 'have', 'been', 'waiting', 'for', 'a', 'resolution', 'for', 'days', 'and', 'no', 'one', 'has', 'bothered', 'to', 'follow', 'up', 'with', 'me']","['waiting', 'resolution', 'days', 'one', 'bothered', 'follow']","['waiting', 'resolution', 'day', 'one', 'bothered', 'follow']"
966,The delivery was 5 days late and the package arrived in a completely damaged condition.,Complaint,Negative,High,15,the delivery was days late and the package arrived in a completely damaged condition,"['the', 'delivery', 'was', 'days', 'late', 'and', 'the', 'package', 'arrived', 'in', 'a', 'completely', 'damaged', 'condition']","['delivery', 'days', 'late', 'package', 'arrived', 'completely', 'damaged', 'condition']","['delivery', 'day', 'late', 'package', 'arrived', 'completely', 'damaged', 'condition']"
967,I need to update my registered email address from user123@yahoo.com to updated@yahoo.com. Please make this change.,Account,Neutral,Critical,16,i need to update my registered email address from to please make this change,"['i', 'need', 'to', 'update', 'my', 'registered', 'email', 'address', 'from', 'to', 'please', 'make', 'this', 'change']","['need', 'update', 'registered', 'email', 'address', 'please', 'make', 'change']","['need', 'update', 'registered', 'email', 'address', 'please', 'make', 'change']"
968,The response time from your support team is completely unacceptable. I waited 24 hours for a simple reply.,Complaint,Negative,Critical,18,the response time from your support team is completely unacceptable i waited hours for a simple reply,"['the', 'response', 'time', 'from', 'your', 'support', 'team', 'is', 'completely', 'unacceptable', 'i', 'waited', 'hours', 'for', 'a', 'simple', 'reply']","['response', 'time', 'support', 'team', 'completely', 'unacceptable', 'waited', 'hours', 'simple', 'reply']","['response', 'time', 'support', 'team', 'completely', 'unacceptable', 'waited', 'hour', 'simple', 'reply']"
969,Video calls on your platform drop after exactly 5 minutes. This is affecting my work meetings.,Technical,Negative,High,16,video calls on your platform drop after exactly minutes this is affecting my work meetings,"['video', 'calls', 'on', 'your', 'platform', 'drop', 'after', 'exactly', 'minutes', 'this', 'is', 'affecting', 'my', 'work', 'meetings']","['video', 'calls', 'platform', 'drop', 'exactly', 'minutes', 'affecting', 'work', 'meetings']","['video', 'call', 'platform', 'drop', 'exactly', 'minute', 'affecting', 'work', 'meeting']"
970,The payment gateway shows my transaction of $299 as pending for the last 14 days. Please resolve.,Billing,Neutral,High,17,the payment gateway shows my transaction of as pending for the last days please resolve,"['the', 'payment', 'gateway', 'shows', 'my', 'transaction', 'of', 'as', 'pending', 'for', 'the', 'last', 'days', 'please', 'resolve']","['payment', 'gateway', 'shows', 'transaction', 'pending', 'last', 'days', 'please', 'resolve']","['payment', 'gateway', 'show', 'transaction', 'pending', 'last', 'day', 'please', 'resolve']"
971,"The customer support representative was very rude and unhelpful during my call on January 5, 2026. I need this escalated.",Complaint,Negative,High,20,the customer support representative was very rude and unhelpful during my call on january i need this escalated,"['the', 'customer', 'support', 'representative', 'was', 'very', 'rude', 'and', 'unhelpful', 'during', 'my', 'call', 'on', 'january', 'i', 'need', 'this', 'escalated']","['customer', 'support', 'representative', 'rude', 'unhelpful', 'call', 'january', 'need', 'escalated']","['customer', 'support', 'representative', 'rude', 'unhelpful', 'call', 'january', 'need', 'escalated']"
972,"I am extremely disappointed with the quality of service I received from your support team on April 18, 2026.",Complaint,Negative,Critical,19,i am extremely disappointed with the quality of service i received from your support team on april,"['i', 'am', 'extremely', 'disappointed', 'with', 'the', 'quality', 'of', 'service', 'i', 'received', 'from', 'your', 'support', 'team', 'on', 'april']","['extremely', 'disappointed', 'quality', 'service', 'received', 'support', 'team', 'april']","['extremely', 'disappointed', 'quality', 'service', 'received', 'support', 'team', 'april']"
973,My account shows outstanding balance of $19.99 but I have already paid. Please verify and update.,Billing,Neutral,Medium,16,my account shows outstanding balance of but i have already paid please verify and update,"['my', 'account', 'shows', 'outstanding', 'balance', 'of', 'but', 'i', 'have', 'already', 'paid', 'please', 'verify', 'and', 'update']","['account', 'shows', 'outstanding', 'balance', 'already', 'paid', 'please', 'verify', 'update']","['account', 'show', 'outstanding', 'balance', 'already', 'paid', 'please', 'verify', 'update']"
974,The product I received was completely different from what was described on your website. I need a refund.,Refund,Neutral,High,18,the product i received was completely different from what was described on your website i need a refund,"['the', 'product', 'i', 'received', 'was', 'completely', 'different', 'from', 'what', 'was', 'described', 'on', 'your', 'website', 'i', 'need', 'a', 'refund']","['product', 'received', 'completely', 'different', 'described', 'website', 'need', 'refund']","['product', 'received', 'completely', 'different', 'described', 'website', 'need', 'refund']"
975,"I cancelled my subscription within the trial period but have not received my refund of ₹5,000.",Refund,Neutral,High,16,i cancelled my subscription within the trial period but have not received my refund of,"['i', 'cancelled', 'my', 'subscription', 'within', 'the', 'trial', 'period', 'but', 'have', 'not', 'received', 'my', 'refund', 'of']","['cancelled', 'subscription', 'within', 'trial', 'period', 'received', 'refund']","['cancelled', 'subscription', 'within', 'trial', 'period', 'received', 'refund']"
976,"I have not received my refund of ₹15,000 that was approved on March 3, 2026. Please provide an update.",Billing,Negative,High,19,i have not received my refund of that was approved on march please provide an update,"['i', 'have', 'not', 'received', 'my', 'refund', 'of', 'that', 'was', 'approved', 'on', 'march', 'please', 'provide', 'an', 'update']","['received', 'refund', 'approved', 'march', 'please', 'provide', 'update']","['received', 'refund', 'approved', 'march', 'please', 'provide', 'update']"
977,I have been experiencing frequent session timeouts every 5 minutes even while actively using the app.,Technical,Negative,High,16,i have been experiencing frequent session timeouts every minutes even while actively using the app,"['i', 'have', 'been', 'experiencing', 'frequent', 'session', 'timeouts', 'every', 'minutes', 'even', 'while', 'actively', 'using', 'the', 'app']","['experiencing', 'frequent', 'session', 'timeouts', 'every', 'minutes', 'even', 'actively', 'using', 'app']","['experiencing', 'frequent', 'session', 'timeouts', 'every', 'minute', 'even', 'actively', 'using', 'app']"
978,My account has been locked after multiple failed login attempts. Please unlock it immediately.,Account,Negative,Critical,14,my account has been locked after multiple failed login attempts please unlock it immediately,"['my', 'account', 'has', 'been', 'locked', 'after', 'multiple', 'failed', 'login', 'attempts', 'please', 'unlock', 'it', 'immediately']","['account', 'locked', 'multiple', 'failed', 'login', 'attempts', 'please', 'unlock', 'immediately']","['account', 'locked', 'multiple', 'failed', 'login', 'attempt', 'please', 'unlock', 'immediately']"
979,The two-factor authentication code is not being delivered to my phone number +91-7654321098.,Technical,Negative,Critical,13,the two factor authentication code is not being delivered to my phone number,"['the', 'two', 'factor', 'authentication', 'code', 'is', 'not', 'being', 'delivered', 'to', 'my', 'phone', 'number']","['two', 'factor', 'authentication', 'code', 'delivered', 'phone', 'number']","['two', 'factor', 'authentication', 'code', 'delivered', 'phone', 'number']"
980,The delivery was 10 days late and the package arrived in a completely damaged condition.,Complaint,Negative,High,15,the delivery was days late and the package arrived in a completely damaged condition,"['the', 'delivery', 'was', 'days', 'late', 'and', 'the', 'package', 'arrived', 'in', 'a', 'completely', 'damaged', 'condition']","['delivery', 'days', 'late', 'package', 'arrived', 'completely', 'damaged', 'condition']","['delivery', 'day', 'late', 'package', 'arrived', 'completely', 'damaged', 'condition']"
981,What are the data backup and recovery policies for accounts on the premium subscription plan?,General Inquiry,Neutral,Medium,15,what are the data backup and recovery policies for accounts on the premium subscription plan,"['what', 'are', 'the', 'data', 'backup', 'and', 'recovery', 'policies', 'for', 'accounts', 'on', 'the', 'premium', 'subscription', 'plan']","['data', 'backup', 'recovery', 'policies', 'accounts', 'premium', 'subscription', 'plan']","['data', 'backup', 'recovery', 'policy', 'account', 'premium', 'subscription', 'plan']"
982,The new user interface update is confusing and not user-friendly. Please consider reverting to the old design.,Feedback,Negative,Medium,17,the new user interface update is confusing and not user friendly please consider reverting to the old design,"['the', 'new', 'user', 'interface', 'update', 'is', 'confusing', 'and', 'not', 'user', 'friendly', 'please', 'consider', 'reverting', 'to', 'the', 'old', 'design']","['new', 'user', 'interface', 'update', 'confusing', 'user', 'friendly', 'please', 'consider', 'reverting', 'old', 'design']","['new', 'user', 'interface', 'update', 'confusing', 'user', 'friendly', 'please', 'consider', 'reverting', 'old', 'design']"
983,Please deactivate my account as I no longer wish to use your services. Delete all my personal data.,Account,Negative,High,18,please deactivate my account as i no longer wish to use your services delete all my personal data,"['please', 'deactivate', 'my', 'account', 'as', 'i', 'no', 'longer', 'wish', 'to', 'use', 'your', 'services', 'delete', 'all', 'my', 'personal', 'data']","['please', 'deactivate', 'account', 'longer', 'wish', 'use', 'services', 'delete', 'personal', 'data']","['please', 'deactivate', 'account', 'longer', 'wish', 'use', 'service', 'delete', 'personal', 'data']"
984,My subscription renewed automatically for $19.99 but I had cancelled it last month. Please refund immediately.,Billing,Neutral,High,16,my subscription renewed automatically for but i had cancelled it last month please refund immediately,"['my', 'subscription', 'renewed', 'automatically', 'for', 'but', 'i', 'had', 'cancelled', 'it', 'last', 'month', 'please', 'refund', 'immediately']","['subscription', 'renewed', 'automatically', 'cancelled', 'last', 'month', 'please', 'refund', 'immediately']","['subscription', 'renewed', 'automatically', 'cancelled', 'last', 'month', 'please', 'refund', 'immediately']"
