id,email_text,category,sentiment,priority,email_length,clean_text,tokens
954,"The event was cancelled without any notice and I need a full refund for my ticket worth ₹10,000.",Refund,Neutral,Medium,18,the event was cancelled without any notice and i need a full refund for my ticket worth,"['the', 'event', 'was', 'cancelled', 'without', 'any', 'notice', 'and', 'i', 'need', 'a', 'full', 'refund', 'for', 'my', 'ticket', 'worth']"
955,I am unable to change my username. The option is greyed out in account settings.,Account,Negative,Critical,15,i am unable to change my username the option is greyed out in account settings,"['i', 'am', 'unable', 'to', 'change', 'my', 'username', 'the', 'option', 'is', 'greyed', 'out', 'in', 'account', 'settings']"
956,What security measures does your company take to protect customer data and prevent unauthorized access?,General Inquiry,Positive,Medium,15,what security measures does your company take to protect customer data and prevent unauthorized access,"['what', 'security', 'measures', 'does', 'your', 'company', 'take', 'to', 'protect', 'customer', 'data', 'and', 'prevent', 'unauthorized', 'access']"
957,I need to update my registered email address from customer@outlook.com to updated@yahoo.com. Please make this change.,Account,Neutral,Critical,16,i need to update my registered email address from to please make this change,"['i', 'need', 'to', 'update', 'my', 'registered', 'email', 'address', 'from', 'to', 'please', 'make', 'this', 'change']"
958,Please initiate a refund for duplicate payment of ₹999 that was made due to a technical glitch.,Refund,Negative,Medium,17,please initiate a refund for duplicate payment of that was made due to a technical glitch,"['please', 'initiate', 'a', 'refund', 'for', 'duplicate', 'payment', 'of', 'that', 'was', 'made', 'due', 'to', 'a', 'technical', 'glitch']"
959,I accidentally deleted important files from my account. Is there any way to recover them?,Account,Neutral,Critical,15,i accidentally deleted important files from my account is there any way to recover them,"['i', 'accidentally', 'deleted', 'important', 'files', 'from', 'my', 'account', 'is', 'there', 'any', 'way', 'to', 'recover', 'them']"
960,"Please update my billing address on my account. My new address is 123 MG Road, Bangalore, KA 560001.",Billing,Negative,High,18,please update my billing address on my account my new address is mg road bangalore ka,"['please', 'update', 'my', 'billing', 'address', 'on', 'my', 'account', 'my', 'new', 'address', 'is', 'mg', 'road', 'bangalore', 'ka']"
961,The two-factor authentication code is not being delivered to my phone number +91-8765432109.,Technical,Neutral,Critical,13,the two factor authentication code is not being delivered to my phone number,"['the', 'two', 'factor', 'authentication', 'code', 'is', 'not', 'being', 'delivered', 'to', 'my', 'phone', 'number']"
962,"I am extremely disappointed with the quality of service I received from your support team on June 1, 2026.",Complaint,Negative,Critical,19,i am extremely disappointed with the quality of service i received from your support team on june,"['i', 'am', 'extremely', 'disappointed', 'with', 'the', 'quality', 'of', 'service', 'i', 'received', 'from', 'your', 'support', 'team', 'on', 'june']"
963,The response time of your support team has improved considerably over the last few months. Well done.,Feedback,Positive,Medium,17,the response time of your support team has improved considerably over the last few months well done,"['the', 'response', 'time', 'of', 'your', 'support', 'team', 'has', 'improved', 'considerably', 'over', 'the', 'last', 'few', 'months', 'well', 'done']"
964,Push notifications stopped working on my iPhone after updating to iOS 16.2.,Technical,Negative,Critical,12,push notifications stopped working on my iphone after updating to ios,"['push', 'notifications', 'stopped', 'working', 'on', 'my', 'iphone', 'after', 'updating', 'to', 'ios']"
965,I have been waiting for a resolution for 3 days and no one has bothered to follow up with me.,Complaint,Negative,High,20,i have been waiting for a resolution for days and no one has bothered to follow up with me,"['i', 'have', 'been', 'waiting', 'for', 'a', 'resolution', 'for', 'days', 'and', 'no', 'one', 'has', 'bothered', 'to', 'follow', 'up', 'with', 'me']"
966,The delivery was 5 days late and the package arrived in a completely damaged condition.,Complaint,Negative,High,15,the delivery was days late and the package arrived in a completely damaged condition,"['the', 'delivery', 'was', 'days', 'late', 'and', 'the', 'package', 'arrived', 'in', 'a', 'completely', 'damaged', 'condition']"
967,I need to update my registered email address from user123@yahoo.com to updated@yahoo.com. Please make this change.,Account,Neutral,Critical,16,i need to update my registered email address from to please make this change,"['i', 'need', 'to', 'update', 'my', 'registered', 'email', 'address', 'from', 'to', 'please', 'make', 'this', 'change']"
968,The response time from your support team is completely unacceptable. I waited 24 hours for a simple reply.,Complaint,Negative,Critical,18,the response time from your support team is completely unacceptable i waited hours for a simple reply,"['the', 'response', 'time', 'from', 'your', 'support', 'team', 'is', 'completely', 'unacceptable', 'i', 'waited', 'hours', 'for', 'a', 'simple', 'reply']"
969,Video calls on your platform drop after exactly 5 minutes. This is affecting my work meetings.,Technical,Negative,High,16,video calls on your platform drop after exactly minutes this is affecting my work meetings,"['video', 'calls', 'on', 'your', 'platform', 'drop', 'after', 'exactly', 'minutes', 'this', 'is', 'affecting', 'my', 'work', 'meetings']"
970,The payment gateway shows my transaction of $299 as pending for the last 14 days. Please resolve.,Billing,Neutral,High,17,the payment gateway shows my transaction of as pending for the last days please resolve,"['the', 'payment', 'gateway', 'shows', 'my', 'transaction', 'of', 'as', 'pending', 'for', 'the', 'last', 'days', 'please', 'resolve']"
971,"The customer support representative was very rude and unhelpful during my call on January 5, 2026. I need this escalated.",Complaint,Negative,High,20,the customer support representative was very rude and unhelpful during my call on january i need this escalated,"['the', 'customer', 'support', 'representative', 'was', 'very', 'rude', 'and', 'unhelpful', 'during', 'my', 'call', 'on', 'january', 'i', 'need', 'this', 'escalated']"
972,"I am extremely disappointed with the quality of service I received from your support team on April 18, 2026.",Complaint,Negative,Critical,19,i am extremely disappointed with the quality of service i received from your support team on april,"['i', 'am', 'extremely', 'disappointed', 'with', 'the', 'quality', 'of', 'service', 'i', 'received', 'from', 'your', 'support', 'team', 'on', 'april']"
973,My account shows outstanding balance of $19.99 but I have already paid. Please verify and update.,Billing,Neutral,Medium,16,my account shows outstanding balance of but i have already paid please verify and update,"['my', 'account', 'shows', 'outstanding', 'balance', 'of', 'but', 'i', 'have', 'already', 'paid', 'please', 'verify', 'and', 'update']"
974,The product I received was completely different from what was described on your website. I need a refund.,Refund,Neutral,High,18,the product i received was completely different from what was described on your website i need a refund,"['the', 'product', 'i', 'received', 'was', 'completely', 'different', 'from', 'what', 'was', 'described', 'on', 'your', 'website', 'i', 'need', 'a', 'refund']"
975,"I cancelled my subscription within the trial period but have not received my refund of ₹5,000.",Refund,Neutral,High,16,i cancelled my subscription within the trial period but have not received my refund of,"['i', 'cancelled', 'my', 'subscription', 'within', 'the', 'trial', 'period', 'but', 'have', 'not', 'received', 'my', 'refund', 'of']"
976,"I have not received my refund of ₹15,000 that was approved on March 3, 2026. Please provide an update.",Billing,Negative,High,19,i have not received my refund of that was approved on march please provide an update,"['i', 'have', 'not', 'received', 'my', 'refund', 'of', 'that', 'was', 'approved', 'on', 'march', 'please', 'provide', 'an', 'update']"
977,I have been experiencing frequent session timeouts every 5 minutes even while actively using the app.,Technical,Negative,High,16,i have been experiencing frequent session timeouts every minutes even while actively using the app,"['i', 'have', 'been', 'experiencing', 'frequent', 'session', 'timeouts', 'every', 'minutes', 'even', 'while', 'actively', 'using', 'the', 'app']"
978,My account has been locked after multiple failed login attempts. Please unlock it immediately.,Account,Negative,Critical,14,my account has been locked after multiple failed login attempts please unlock it immediately,"['my', 'account', 'has', 'been', 'locked', 'after', 'multiple', 'failed', 'login', 'attempts', 'please', 'unlock', 'it', 'immediately']"
979,The two-factor authentication code is not being delivered to my phone number +91-7654321098.,Technical,Negative,Critical,13,the two factor authentication code is not being delivered to my phone number,"['the', 'two', 'factor', 'authentication', 'code', 'is', 'not', 'being', 'delivered', 'to', 'my', 'phone', 'number']"
980,The delivery was 10 days late and the package arrived in a completely damaged condition.,Complaint,Negative,High,15,the delivery was days late and the package arrived in a completely damaged condition,"['the', 'delivery', 'was', 'days', 'late', 'and', 'the', 'package', 'arrived', 'in', 'a', 'completely', 'damaged', 'condition']"
