contract_text,supplier,product,quantity,price,delivery_date,payment_terms
"
    Supplier: Green Agro Pvt Ltd

    Product: Plastic Granules

    Quantity: 3489 Tons

    Price: ₹39500/Ton

    Delivery Date: 11 January 2026

    Payment Terms: Payment After Delivery

    Green Agro Pvt Ltd agrees to supply 3489 Tons of Plastic Granules
    at ₹39500 per Ton.

    Delivery shall be completed by 11 January 2026.

    Payment Terms: Payment After Delivery.
    ",Green Agro Pvt Ltd,Plastic Granules,3489 Tons,39500,11 January 2026,Payment After Delivery
"
    Supplier: National Plastics

    Product: Iron Rods

    Quantity: 1951 Tons

    Price: ₹7970/Ton

    Delivery Date: 1 September 2026

    Payment Terms: Advance Payment

    National Plastics agrees to supply 1951 Tons of Iron Rods
    at ₹7970 per Ton.

    Delivery shall be completed by 1 September 2026.

    Payment Terms: Advance Payment.
    ",National Plastics,Iron Rods,1951 Tons,7970,1 September 2026,Advance Payment
"
    Supplier: Bharat Steel Ltd

    Product: Iron Rods

    Quantity: 2070 Tons

    Price: ₹16815/Ton

    Delivery Date: 15 February 2026

    Payment Terms: Payment After Delivery

    Bharat Steel Ltd agrees to supply 2070 Tons of Iron Rods
    at ₹16815 per Ton.

    Delivery shall be completed by 15 February 2026.

    Payment Terms: Payment After Delivery.
    ",Bharat Steel Ltd,Iron Rods,2070 Tons,16815,15 February 2026,Payment After Delivery
"
    Supplier: National Plastics

    Product: Industrial Solvent

    Quantity: 7156 Tons

    Price: ₹1479/Ton

    Delivery Date: 16 June 2026

    Payment Terms: Net 45 Days

    National Plastics agrees to supply 7156 Tons of Industrial Solvent
    at ₹1479 per Ton.

    Delivery shall be completed by 16 June 2026.

    Payment Terms: Net 45 Days.
    ",National Plastics,Industrial Solvent,7156 Tons,1479,16 June 2026,Net 45 Days
"
    Supplier: ABC Chemicals

    Product: Copper Wire

    Quantity: 5818 Tons

    Price: ₹45328/Ton

    Delivery Date: 17 December 2026

    Payment Terms: Net 45 Days

    ABC Chemicals agrees to supply 5818 Tons of Copper Wire
    at ₹45328 per Ton.

    Delivery shall be completed by 17 December 2026.

    Payment Terms: Net 45 Days.
    ",ABC Chemicals,Copper Wire,5818 Tons,45328,17 December 2026,Net 45 Days
"
    Supplier: Green Agro Pvt Ltd

    Product: Iron Rods

    Quantity: 2609 Tons

    Price: ₹22720/Ton

    Delivery Date: 3 July 2026

    Payment Terms: 50% Advance

    Green Agro Pvt Ltd agrees to supply 2609 Tons of Iron Rods
    at ₹22720 per Ton.

    Delivery shall be completed by 3 July 2026.

    Payment Terms: 50% Advance.
    ",Green Agro Pvt Ltd,Iron Rods,2609 Tons,22720,3 July 2026,50% Advance
"
    Supplier: Global Minerals

    Product: Fertilizer

    Quantity: 9384 Tons

    Price: ₹9880/Ton

    Delivery Date: 26 December 2026

    Payment Terms: 50% Advance

    Global Minerals agrees to supply 9384 Tons of Fertilizer
    at ₹9880 per Ton.

    Delivery shall be completed by 26 December 2026.

    Payment Terms: 50% Advance.
    ",Global Minerals,Fertilizer,9384 Tons,9880,26 December 2026,50% Advance
"
    Supplier: Global Minerals

    Product: Iron Rods

    Quantity: 3261 Tons

    Price: ₹44811/Ton

    Delivery Date: 20 November 2026

    Payment Terms: Payment After Delivery

    Global Minerals agrees to supply 3261 Tons of Iron Rods
    at ₹44811 per Ton.

    Delivery shall be completed by 20 November 2026.

    Payment Terms: Payment After Delivery.
    ",Global Minerals,Iron Rods,3261 Tons,44811,20 November 2026,Payment After Delivery
"
    Supplier: Green Agro Pvt Ltd

    Product: Plastic Granules

    Quantity: 6204 Tons

    Price: ₹8395/Ton

    Delivery Date: 7 October 2026

    Payment Terms: Advance Payment

    Green Agro Pvt Ltd agrees to supply 6204 Tons of Plastic Granules
    at ₹8395 per Ton.

    Delivery shall be completed by 7 October 2026.

    Payment Terms: Advance Payment.
    ",Green Agro Pvt Ltd,Plastic Granules,6204 Tons,8395,7 October 2026,Advance Payment
"
    Supplier: ABC Chemicals

    Product: Copper Wire

    Quantity: 6432 Tons

    Price: ₹22666/Ton

    Delivery Date: 4 November 2026

    Payment Terms: Net 30 Days

    ABC Chemicals agrees to supply 6432 Tons of Copper Wire
    at ₹22666 per Ton.

    Delivery shall be completed by 4 November 2026.

    Payment Terms: Net 30 Days.
    ",ABC Chemicals,Copper Wire,6432 Tons,22666,4 November 2026,Net 30 Days
"
    Supplier: National Plastics

    Product: Plastic Granules

    Quantity: 4613 Tons

    Price: ₹37467/Ton

    Delivery Date: 18 October 2026

    Payment Terms: Net 45 Days

    National Plastics agrees to supply 4613 Tons of Plastic Granules
    at ₹37467 per Ton.

    Delivery shall be completed by 18 October 2026.

    Payment Terms: Net 45 Days.
    ",National Plastics,Plastic Granules,4613 Tons,37467,18 October 2026,Net 45 Days
"
    Supplier: Bharat Steel Ltd

    Product: Copper Wire

    Quantity: 9478 Tons

    Price: ₹43276/Ton

    Delivery Date: 18 June 2026

    Payment Terms: Net 30 Days

    Bharat Steel Ltd agrees to supply 9478 Tons of Copper Wire
    at ₹43276 per Ton.

    Delivery shall be completed by 18 June 2026.

    Payment Terms: Net 30 Days.
    ",Bharat Steel Ltd,Copper Wire,9478 Tons,43276,18 June 2026,Net 30 Days
"
    Supplier: Bharat Steel Ltd

    Product: Copper Wire

    Quantity: 9620 Tons

    Price: ₹7320/Ton

    Delivery Date: 6 October 2026

    Payment Terms: Net 30 Days

    Bharat Steel Ltd agrees to supply 9620 Tons of Copper Wire
    at ₹7320 per Ton.

    Delivery shall be completed by 6 October 2026.

    Payment Terms: Net 30 Days.
    ",Bharat Steel Ltd,Copper Wire,9620 Tons,7320,6 October 2026,Net 30 Days
"
    Supplier: National Plastics

    Product: Industrial Solvent

    Quantity: 7834 Tons

    Price: ₹25150/Ton

    Delivery Date: 4 October 2026

    Payment Terms: Advance Payment

    National Plastics agrees to supply 7834 Tons of Industrial Solvent
    at ₹25150 per Ton.

    Delivery shall be completed by 4 October 2026.

    Payment Terms: Advance Payment.
    ",National Plastics,Industrial Solvent,7834 Tons,25150,4 October 2026,Advance Payment
"
    Supplier: Global Minerals

    Product: Fertilizer

    Quantity: 6261 Tons

    Price: ₹37556/Ton

    Delivery Date: 2 July 2026

    Payment Terms: 50% Advance

    Global Minerals agrees to supply 6261 Tons of Fertilizer
    at ₹37556 per Ton.

    Delivery shall be completed by 2 July 2026.

    Payment Terms: 50% Advance.
    ",Global Minerals,Fertilizer,6261 Tons,37556,2 July 2026,50% Advance
"
    Supplier: Bharat Steel Ltd

    Product: Industrial Solvent

    Quantity: 1749 Tons

    Price: ₹48112/Ton

    Delivery Date: 8 January 2026

    Payment Terms: 50% Advance

    Bharat Steel Ltd agrees to supply 1749 Tons of Industrial Solvent
    at ₹48112 per Ton.

    Delivery shall be completed by 8 January 2026.

    Payment Terms: 50% Advance.
    ",Bharat Steel Ltd,Industrial Solvent,1749 Tons,48112,8 January 2026,50% Advance
"
    Supplier: Green Agro Pvt Ltd

    Product: Fertilizer

    Quantity: 8323 Tons

    Price: ₹39391/Ton

    Delivery Date: 2 November 2026

    Payment Terms: Net 45 Days

    Green Agro Pvt Ltd agrees to supply 8323 Tons of Fertilizer
    at ₹39391 per Ton.

    Delivery shall be completed by 2 November 2026.

    Payment Terms: Net 45 Days.
    ",Green Agro Pvt Ltd,Fertilizer,8323 Tons,39391,2 November 2026,Net 45 Days
"
    Supplier: National Plastics

    Product: Plastic Granules

    Quantity: 8416 Tons

    Price: ₹43734/Ton

    Delivery Date: 10 April 2026

    Payment Terms: Payment After Delivery

    National Plastics agrees to supply 8416 Tons of Plastic Granules
    at ₹43734 per Ton.

    Delivery shall be completed by 10 April 2026.

    Payment Terms: Payment After Delivery.
    ",National Plastics,Plastic Granules,8416 Tons,43734,10 April 2026,Payment After Delivery
"
    Supplier: National Plastics

    Product: Industrial Solvent

    Quantity: 8226 Tons

    Price: ₹37159/Ton

    Delivery Date: 14 April 2026

    Payment Terms: Net 45 Days

    National Plastics agrees to supply 8226 Tons of Industrial Solvent
    at ₹37159 per Ton.

    Delivery shall be completed by 14 April 2026.

    Payment Terms: Net 45 Days.
    ",National Plastics,Industrial Solvent,8226 Tons,37159,14 April 2026,Net 45 Days
"
    Supplier: ABC Chemicals

    Product: Plastic Granules

    Quantity: 5570 Tons

    Price: ₹8610/Ton

    Delivery Date: 11 September 2026

    Payment Terms: Payment After Delivery

    ABC Chemicals agrees to supply 5570 Tons of Plastic Granules
    at ₹8610 per Ton.

    Delivery shall be completed by 11 September 2026.

    Payment Terms: Payment After Delivery.
    ",ABC Chemicals,Plastic Granules,5570 Tons,8610,11 September 2026,Payment After Delivery
"
    Supplier: ABC Chemicals

    Product: Fertilizer

    Quantity: 5533 Tons

    Price: ₹17504/Ton

    Delivery Date: 17 May 2026

    Payment Terms: Advance Payment

    ABC Chemicals agrees to supply 5533 Tons of Fertilizer
    at ₹17504 per Ton.

    Delivery shall be completed by 17 May 2026.

    Payment Terms: Advance Payment.
    ",ABC Chemicals,Fertilizer,5533 Tons,17504,17 May 2026,Advance Payment
"
    Supplier: Bharat Steel Ltd

    Product: Iron Rods

    Quantity: 540 Tons

    Price: ₹44629/Ton

    Delivery Date: 3 September 2026

    Payment Terms: 50% Advance

    Bharat Steel Ltd agrees to supply 540 Tons of Iron Rods
    at ₹44629 per Ton.

    Delivery shall be completed by 3 September 2026.

    Payment Terms: 50% Advance.
    ",Bharat Steel Ltd,Iron Rods,540 Tons,44629,3 September 2026,50% Advance
"
    Supplier: ABC Chemicals

    Product: Iron Rods

    Quantity: 3898 Tons

    Price: ₹19439/Ton

    Delivery Date: 17 September 2026

    Payment Terms: 50% Advance

    ABC Chemicals agrees to supply 3898 Tons of Iron Rods
    at ₹19439 per Ton.

    Delivery shall be completed by 17 September 2026.

    Payment Terms: 50% Advance.
    ",ABC Chemicals,Iron Rods,3898 Tons,19439,17 September 2026,50% Advance
"
    Supplier: Global Minerals

    Product: Copper Wire

    Quantity: 9759 Tons

    Price: ₹46775/Ton

    Delivery Date: 23 December 2026

    Payment Terms: Advance Payment

    Global Minerals agrees to supply 9759 Tons of Copper Wire
    at ₹46775 per Ton.

    Delivery shall be completed by 23 December 2026.

    Payment Terms: Advance Payment.
    ",Global Minerals,Copper Wire,9759 Tons,46775,23 December 2026,Advance Payment
"
    Supplier: National Plastics

    Product: Iron Rods

    Quantity: 8394 Tons

    Price: ₹46428/Ton

    Delivery Date: 22 September 2026

    Payment Terms: Advance Payment

    National Plastics agrees to supply 8394 Tons of Iron Rods
    at ₹46428 per Ton.

    Delivery shall be completed by 22 September 2026.

    Payment Terms: Advance Payment.
    ",National Plastics,Iron Rods,8394 Tons,46428,22 September 2026,Advance Payment
"
    Supplier: Bharat Steel Ltd

    Product: Copper Wire

    Quantity: 3751 Tons

    Price: ₹4062/Ton

    Delivery Date: 7 October 2026

    Payment Terms: Net 30 Days

    Bharat Steel Ltd agrees to supply 3751 Tons of Copper Wire
    at ₹4062 per Ton.

    Delivery shall be completed by 7 October 2026.

    Payment Terms: Net 30 Days.
    ",Bharat Steel Ltd,Copper Wire,3751 Tons,4062,7 October 2026,Net 30 Days
"
    Supplier: Bharat Steel Ltd

    Product: Copper Wire

    Quantity: 5627 Tons

    Price: ₹41417/Ton

    Delivery Date: 4 July 2026

    Payment Terms: Net 45 Days

    Bharat Steel Ltd agrees to supply 5627 Tons of Copper Wire
    at ₹41417 per Ton.

    Delivery shall be completed by 4 July 2026.

    Payment Terms: Net 45 Days.
    ",Bharat Steel Ltd,Copper Wire,5627 Tons,41417,4 July 2026,Net 45 Days
"
    Supplier: Global Minerals

    Product: Copper Wire

    Quantity: 3289 Tons

    Price: ₹12144/Ton

    Delivery Date: 8 October 2026

    Payment Terms: Payment After Delivery

    Global Minerals agrees to supply 3289 Tons of Copper Wire
    at ₹12144 per Ton.

    Delivery shall be completed by 8 October 2026.

    Payment Terms: Payment After Delivery.
    ",Global Minerals,Copper Wire,3289 Tons,12144,8 October 2026,Payment After Delivery
"
    Supplier: Global Minerals

    Product: Copper Wire

    Quantity: 4712 Tons

    Price: ₹39909/Ton

    Delivery Date: 20 September 2026

    Payment Terms: Net 30 Days

    Global Minerals agrees to supply 4712 Tons of Copper Wire
    at ₹39909 per Ton.

    Delivery shall be completed by 20 September 2026.

    Payment Terms: Net 30 Days.
    ",Global Minerals,Copper Wire,4712 Tons,39909,20 September 2026,Net 30 Days
"
    Supplier: National Plastics

    Product: Plastic Granules

    Quantity: 8107 Tons

    Price: ₹44660/Ton

    Delivery Date: 7 May 2026

    Payment Terms: Advance Payment

    National Plastics agrees to supply 8107 Tons of Plastic Granules
    at ₹44660 per Ton.

    Delivery shall be completed by 7 May 2026.

    Payment Terms: Advance Payment.
    ",National Plastics,Plastic Granules,8107 Tons,44660,7 May 2026,Advance Payment
"
    Supplier: Bharat Steel Ltd

    Product: Copper Wire

    Quantity: 688 Tons

    Price: ₹24160/Ton

    Delivery Date: 11 March 2026

    Payment Terms: Net 30 Days

    Bharat Steel Ltd agrees to supply 688 Tons of Copper Wire
    at ₹24160 per Ton.

    Delivery shall be completed by 11 March 2026.

    Payment Terms: Net 30 Days.
    ",Bharat Steel Ltd,Copper Wire,688 Tons,24160,11 March 2026,Net 30 Days
"
    Supplier: National Plastics

    Product: Industrial Solvent

    Quantity: 3935 Tons

    Price: ₹40162/Ton

    Delivery Date: 23 June 2026

    Payment Terms: Net 45 Days

    National Plastics agrees to supply 3935 Tons of Industrial Solvent
    at ₹40162 per Ton.

    Delivery shall be completed by 23 June 2026.

    Payment Terms: Net 45 Days.
    ",National Plastics,Industrial Solvent,3935 Tons,40162,23 June 2026,Net 45 Days
"
    Supplier: National Plastics

    Product: Industrial Solvent

    Quantity: 8985 Tons

    Price: ₹36534/Ton

    Delivery Date: 14 June 2026

    Payment Terms: Net 30 Days

    National Plastics agrees to supply 8985 Tons of Industrial Solvent
    at ₹36534 per Ton.

    Delivery shall be completed by 14 June 2026.

    Payment Terms: Net 30 Days.
    ",National Plastics,Industrial Solvent,8985 Tons,36534,14 June 2026,Net 30 Days
"
    Supplier: Green Agro Pvt Ltd

    Product: Copper Wire

    Quantity: 589 Tons

    Price: ₹5065/Ton

    Delivery Date: 28 February 2026

    Payment Terms: Net 45 Days

    Green Agro Pvt Ltd agrees to supply 589 Tons of Copper Wire
    at ₹5065 per Ton.

    Delivery shall be completed by 28 February 2026.

    Payment Terms: Net 45 Days.
    ",Green Agro Pvt Ltd,Copper Wire,589 Tons,5065,28 February 2026,Net 45 Days
"
    Supplier: Bharat Steel Ltd

    Product: Iron Rods

    Quantity: 3858 Tons

    Price: ₹32274/Ton

    Delivery Date: 22 February 2026

    Payment Terms: Advance Payment

    Bharat Steel Ltd agrees to supply 3858 Tons of Iron Rods
    at ₹32274 per Ton.

    Delivery shall be completed by 22 February 2026.

    Payment Terms: Advance Payment.
    ",Bharat Steel Ltd,Iron Rods,3858 Tons,32274,22 February 2026,Advance Payment
"
    Supplier: National Plastics

    Product: Copper Wire

    Quantity: 3215 Tons

    Price: ₹40559/Ton

    Delivery Date: 21 July 2026

    Payment Terms: Net 45 Days

    National Plastics agrees to supply 3215 Tons of Copper Wire
    at ₹40559 per Ton.

    Delivery shall be completed by 21 July 2026.

    Payment Terms: Net 45 Days.
    ",National Plastics,Copper Wire,3215 Tons,40559,21 July 2026,Net 45 Days
"
    Supplier: National Plastics

    Product: Copper Wire

    Quantity: 5612 Tons

    Price: ₹43146/Ton

    Delivery Date: 13 June 2026

    Payment Terms: Net 45 Days

    National Plastics agrees to supply 5612 Tons of Copper Wire
    at ₹43146 per Ton.

    Delivery shall be completed by 13 June 2026.

    Payment Terms: Net 45 Days.
    ",National Plastics,Copper Wire,5612 Tons,43146,13 June 2026,Net 45 Days
"
    Supplier: Green Agro Pvt Ltd

    Product: Plastic Granules

    Quantity: 6164 Tons

    Price: ₹48174/Ton

    Delivery Date: 22 December 2026

    Payment Terms: Payment After Delivery

    Green Agro Pvt Ltd agrees to supply 6164 Tons of Plastic Granules
    at ₹48174 per Ton.

    Delivery shall be completed by 22 December 2026.

    Payment Terms: Payment After Delivery.
    ",Green Agro Pvt Ltd,Plastic Granules,6164 Tons,48174,22 December 2026,Payment After Delivery
"
    Supplier: National Plastics

    Product: Fertilizer

    Quantity: 9220 Tons

    Price: ₹44421/Ton

    Delivery Date: 1 November 2026

    Payment Terms: Net 30 Days

    National Plastics agrees to supply 9220 Tons of Fertilizer
    at ₹44421 per Ton.

    Delivery shall be completed by 1 November 2026.

    Payment Terms: Net 30 Days.
    ",National Plastics,Fertilizer,9220 Tons,44421,1 November 2026,Net 30 Days
